dataset,delta,cal_picp,cal_mpiw,conf_picp,conf_mpiw
protein,0.012,0.8823529411764706,16.757183074951172,0.8997375902033676,16.966136932373047
protein,0.013,0.880712879947518,16.71536636352539,0.8993002405423136,16.937000274658203
protein,0.014,0.8779794445659305,16.673189163208008,0.8991909031270501,16.909229278564453
wine,0.0,0.925,2.5866386890411377,0.890625,2.5511975288391113
wine,0.001,0.925,2.5284061431884766,0.890625,2.49424409866333
wine,0.002,0.925,2.4741241931915283,0.890625,2.4437923431396484
wine,0.003,0.928125,2.4302892684936523,0.890625,2.3963427543640137
wine,0.004,0.921875,2.3873395919799805,0.890625,2.365272283554077
wine,0.005,0.915625,2.348093032836914,0.890625,2.339130401611328
wine,0.006,0.909375,2.3144233226776123,0.890625,2.3218252658843994
